ID,Repeat,Init,Fin,Length (s),Song Name,Link,Comments,Singer,Language,Gender
iZaZyMFLATs,0,0,3.35,215,,youtube.com/watch?v=iZaZyMFLATs,,Monica Ivette,English,Female
w17BI9vuOCc,0,0,3.25,205,,youtube.com/watch?v=w17BI9vuOCc,,Monica Ivette,English,Female
T5E1iU2OOgY,0,0,2.39,159,,youtube.com/watch?v=T5E1iU2OOgY,,Monica Ivette,English,Female
Ag-sg8Znm7c,0,0,2.52,172,,youtube.com/watch?v=Ag-sg8Znm7c,,Monica Ivette,English,Female
1U08mGBlP0s,0,0,3.1,190,,youtube.com/watch?v=1U08mGBlP0s,,Monica Ivette,English,Female
k4-M_x07ADs,0,0,2.55,175,,youtube.com/watch?v=k4-M_x07ADs,,Monica Ivette,English,Female
a0PDgvTzI-0,0,0,3.02,182,,youtube.com/watch?v=a0PDgvTzI-0,,Monica Ivette,English,Female
-92dlJsMcRY,0,0,2.55,175,,youtube.com/watch?v=-92dlJsMcRY,,Monica Ivette,English,Female
th1-lyeLyjw,0,0,3.36,216,,youtube.com/watch?v=th1-lyeLyjw,,Monica Ivette,English,Female
F68KGbkIDoY,0,0,3.56,236,,youtube.com/watch?v=F68KGbkIDoY,,Monica Ivette,English,Female
ZNPbzbQTEms,0,0,3.09,189,,youtube.com/watch?v=ZNPbzbQTEms,,Monica Ivette,English,Female
OvKxut3biNE,0,0,3.22,202,,youtube.com/watch?v=OvKxut3biNE,,Monica Ivette,English,Female
nie-GPLqfn0,0,0,3.26,206,,youtube.com/watch?v=nie-GPLqfn0,,Monica Ivette,English,Female
mQNCpZjvaUU,0,0,3.46,226,,youtube.com/watch?v=mQNCpZjvaUU,,Monica Ivette,English,Female
_m64rDPHxsQ,0,0,3.36,216,,youtube.com/watch?v=_m64rDPHxsQ,,Monica Ivette,English,Female
AN9srQ7rMzA,0,0,3.04,184,,youtube.com/watch?v=AN9srQ7rMzA,,Monica Ivette,English,Female
brDw2GMzTUY,0,0,3.33,213,,youtube.com/watch?v=brDw2GMzTUY,,Monica Ivette,English,Female
1L9i0M84J4c,0,0,2.55,175,,youtube.com/watch?v=1L9i0M84J4c,,Monica Ivette,English,Female
h4GEGW44jGM,0,0,3.45,225,,youtube.com/watch?v=h4GEGW44jGM,,Monica Ivette,English,Female
K7XfcJVSteg,0,0,3.55,235,,youtube.com/watch?v=K7XfcJVSteg,,Monica Ivette,English,Female
u0V4gHnr87Q,0,0,3.48,228,,youtube.com/watch?v=u0V4gHnr87Q,,Monica Ivette,English,Female
_MdMKx4pnxE,0,0,2.38,158,,youtube.com/watch?v=_MdMKx4pnxE,,Monica Ivette,English,Female
VyOlkgoAJ_A,0,0,3.01,181,,youtube.com/watch?v=VyOlkgoAJ_A,,Monica Ivette,English,Female
2lmWD3fX3xg,0,0,3.11,191,,youtube.com/watch?v=2lmWD3fX3xg,,Monica Ivette,English,Female
jln06ELUxxk,0,0,1.51,111,,youtube.com/watch?v=jln06ELUxxk,,Monica Ivette,English,Female
xijOQOOfDAk,0,0,2.52,172,,youtube.com/watch?v=xijOQOOfDAk,,Monica Ivette,English,Female
2Z8l5TeMmQI,0,0,2.51,171,,youtube.com/watch?v=2Z8l5TeMmQI,,Monica Ivette,English,Female
eAPET25bt3I,0,0,3.05,185,,youtube.com/watch?v=eAPET25bt3I,,Monica Ivette,English,Female
w_cAKlDaIWA,0,0,3.05,185,,youtube.com/watch?v=w_cAKlDaIWA,,Monica Ivette,English,Female
GtrJHALypCk,0,0,3.11,191,,youtube.com/watch?v=GtrJHALypCk,,Monica Ivette,English,Female
Y9u439_Bdqc,0,0,3.03,183,,youtube.com/watch?v=Y9u439_Bdqc,,Monica Ivette,English,Female
8VKApOTRPRM,0,0,3.43,223,,youtube.com/watch?v=8VKApOTRPRM,,Monica Ivette,English,Female
iKR7pSr-g98,0,0,2.1,130,,youtube.com/watch?v=iKR7pSr-g98,,Monica Ivette,English,Female
SaMleLvzlsE,0,0,3.21,201,,youtube.com/watch?v=SaMleLvzlsE,,Monica Ivette,English,Female
25_C4Ms-L0c,0,0,2.26,146,,youtube.com/watch?v=25_C4Ms-L0c,,Monica Ivette,English,Female
QpgICQuSztE,0,0,3.52,232,,youtube.com/watch?v=QpgICQuSztE,,Monica Ivette,English,Female
e9vnuUYSivE,0,0,3.42,222,,youtube.com/watch?v=e9vnuUYSivE,,Monica Ivette,English,Female
gpSprWfosKU,0,0,3.07,187,,youtube.com/watch?v=gpSprWfosKU,,Monica Ivette,English,Female
lX5IwKswh5E,0,0,3.21,201,,youtube.com/watch?v=lX5IwKswh5E,,Monica Ivette,English,Female
aATQ0yogUr8,0,0,3.04,184,,youtube.com/watch?v=aATQ0yogUr8,,Monica Ivette,English,Female
G4GnrpyfLYo,0,0,2.52,172,,youtube.com/watch?v=G4GnrpyfLYo,,Monica Ivette,English,Female
IC6zBVnzeDM,0,0,2.3,150,,youtube.com/watch?v=IC6zBVnzeDM,,Monica Ivette,English,Female
xIWKozzcF6I,0,0,2.59,179,,youtube.com/watch?v=xIWKozzcF6I,,Monica Ivette,English,Female
WSsxr34t15g,0,0,2.15,135,,youtube.com/watch?v=WSsxr34t15g,,Monica Ivette,English,Female
5kS_XgANW2o,0,0,3.03,183,,youtube.com/watch?v=5kS_XgANW2o,,Monica Ivette,English,Female
UUcVVNX2mXc,0,0,2.13,133,,youtube.com/watch?v=UUcVVNX2mXc,,Monica Ivette,English,Female
SMi1NnhXl6k,0,0,3.52,232,,youtube.com/watch?v=SMi1NnhXl6k,,Monica Ivette,English,Female
50L9NlIslYQ,0,0,3.16,196,,youtube.com/watch?v=50L9NlIslYQ,,Monica Ivette,English,Female
OVuWL18S6HA,0,0,2.45,165,,youtube.com/watch?v=OVuWL18S6HA,,Monica Ivette,English,Female
W0wgDS60qd4,0,0,3.41,221,,youtube.com/watch?v=W0wgDS60qd4,,Monica Ivette,English,Female
-AZ1h3obTbs,0,0,3.35,215,,youtube.com/watch?v=-AZ1h3obTbs,,Monica Ivette,English,Female
XFS-1LoLwq8,0,0,3.28,208,,youtube.com/watch?v=XFS-1LoLwq8,,Monica Ivette,English,Female
E4OHdlHhEAk,0,0,3.16,196,,youtube.com/watch?v=E4OHdlHhEAk,,Monica Ivette,English,Female
ZQFUiiH94To,0,0,2.53,173,,youtube.com/watch?v=ZQFUiiH94To,,Monica Ivette,English,Female
ypxQX2ubt-M,0,0,3.35,215,,youtube.com/watch?v=ypxQX2ubt-M,kind of white noise in the background,Monica Ivette,English,Female
qv5h6wk-5vY,0,0,3.4,220,,youtube.com/watch?v=qv5h6wk-5vY,kind of white noise in the background,Monica Ivette,English,Female
Tlyla0N6FX0,0,0,4.34,274,,youtube.com/watch?v=Tlyla0N6FX0,,Monica Ivette,English,Female
FRYuZQtL5js,0,0,4.26,266,,youtube.com/watch?v=FRYuZQtL5js,,Monica Ivette,English,Female
bLouP8EElaw,0,0.19,2.57,158,,youtube.com/watch?v=bLouP8EElaw,,Monica Ivette,English,Female
HbKSs3Vm3W4,0,0.03,2.33,150,,youtube.com/watch?v=HbKSs3Vm3W4,,Monica Ivette,English,Female
A7MXcr5RJUE,0,0.02,3.19,197,,youtube.com/watch?v=A7MXcr5RJUE,,Monica Ivette,English,Female
xHZfBjz5wzM,0,0.01,1.37,96,,youtube.com/watch?v=xHZfBjz5wzM,,Monica Ivette,English,Female
JGw6BGcgQRs,0,0.07,4.41,274,,youtube.com/watch?v=JGw6BGcgQRs,,Monica Ivette,English,Female
hFNfbQB-ZEU,0,0.45,3.09,144,,youtube.com/watch?v=hFNfbQB-ZEU,,Cherice Love,English,Female
H_LYVA-BDko,0,0.02,2.47,165,,youtube.com/watch?v=H_LYVA-BDko,,Cherice Love,English,Female
WpEqk5agg9s,0,0,2.07,127,,youtube.com/watch?v=WpEqk5agg9s,,Luisa Marie,English,Female
KFBWOC617ms,0,0.03,1.5,107,,youtube.com/watch?v=KFBWOC617ms,,Juliana Vera,Spanish,Female
De521DFLOuY,0,0.01,1.55,114,,youtube.com/watch?v=De521DFLOuY,,Chloe Amaya,English,Female
rvkCc_1NYXQ,0,0,0.15,15,,youtube.com/watch?v=rvkCc_1NYXQ,,Markiss,English,Male
se4lXfchu-A,0,0.01,1.25,84,,youtube.com/watch?v=se4lXfchu-A,,Manuela Triviño,Spanish,Female
IJznXxPMjpw,0,0.03,3.24,201,,youtube.com/watch?v=IJznXxPMjpw,,Nerea Sanabria,English,Female
FljnxBo6yxs,0,0.06,1.3,84,,youtube.com/watch?v=FljnxBo6yxs,,Valentina Archila,Spanish,Female
6wLBx6nD-6Y,0,0.01,2.09,128,,youtube.com/watch?v=6wLBx6nD-6Y,,Antonio José,Spanish,Male
a8yZ79VwZPc,0,0.07,1.58,111,Hasta el amanecer - Nicky Jan,youtube.com/watch?v=a8yZ79VwZPc,slight background noise sometimes,Valentina Archila,Spanish,Female
1nL0iJ0GBWc,1,1.31,2.44,73,Slipping (Eryn Allen Kane),youtube.com/watch?v=1nL0iJ0GBWc,,Madeline Barnes,English,Female
rC_qPwCVPPU,1,0.22,1.5,88,Someone Like You (Adele),youtube.com/watch?v=rC_qPwCVPPU,,Madeline Barnes,English,Female
rC_qPwCVPPU,1,1.58,3.01,63,,youtube.com/watch?v=rC_qPwCVPPU,A Cappella Academy Audition 2016 (ACCEPTED),Madeline Barnes,English,Female
QYMPh7_J7f8,0,0.12,1.26,74,It is well,youtube.com/watch?v=QYMPh7_J7f8,,Nicole C. Mullen,English,Female
38qvJVWGWKE,0,0.37,3.06,149,Woman On The Hills (Isaac Dunbar),youtube.com/watch?v=38qvJVWGWKE,A Cappella Academy Audition 2020 (ACCEPTED),Nolan Gibbons,English,Male
57A4vMe15fE,1,0.08,1.31,83,Ordinary People (John Legend),youtube.com/watch?v=57A4vMe15fE,A Cappella Academy Audition 2020 (ACCEPTED),Raymond Ortiz,English,Male
qsy76xwMzRI,1,0.17,1.23,66,Dangerous Woman (Ariana Grande),youtube.com/watch?v=qsy76xwMzRI,A Cappella Academy Audition 2020 (ACCEPTED),Natalie DiPietro,English,Female
uMGwkOms2VA,1,0.07,1.38,91,When We Were Young (Adele),youtube.com/watch?v=uMGwkOms2VA,A Cappella Academy Audition 2020 (ACCEPTED),Cori McSwiney,English,Female
o5_13HZtuxs,1,0.12,1.26,74,This town,youtube.com/watch?v=o5_13HZtuxs,A Cappella Academy Audition 2017 (ACCEPTED),Stone Martin,English,Male
o5_13HZtuxs,1,1.33,2.22,49,Cold Water (Justin Bieber),youtube.com/watch?v=o5_13HZtuxs,A Cappella Academy Audition 2017 (ACCEPTED),Stone Martin,English,Male
PWFGtju1DcA,1,1.13,2.13,60,Right herem- SWV,youtube.com/watch?v=PWFGtju1DcA,A Cappella Academy Audition 2020 (ACCEPTED),Hobawea Demaray,English,Female
ErHKfeKBz70,1,0.1,0.59,49,Thriller (Michael Jackson),youtube.com/watch?v=ErHKfeKBz70,A Cappella Academy Audition 2020 (ACCEPTED),Natalie Sumitra,English,Female
ErHKfeKBz70,1,1.05,1.51,46,Ain't no mountain high enough - Marvin Gaye,youtube.com/watch?v=ErHKfeKBz70,A Cappella Academy Audition 2020 (ACCEPTED),Natalie Sumitra,English,Female
vjOGOp0Xe1M,1,2.06,3.45,99,Jellous - ??,youtube.com/watch?v=vjOGOp0Xe1M,A Cappella Academy Audition 2020 (ACCEPTED),Jared Freedman,English,Male
vjOGOp0Xe1M,1,3.5,4.45,55,Someone You Loved (Lewis Capaldi),youtube.com/watch?v=vjOGOp0Xe1M,A Cappella Academy Audition 2020 (ACCEPTED),Jared Freedman,English,Male
MpIFXsSMPEI,0,1.46,2.4,54,Skylark - Hoagy Carmichael,youtube.com/watch?v=MpIFXsSMPEI,A Cappella Academy Audition 2020 (ACCEPTED),Valentina Marentes,English,Female
Tp-hhwr0OcU,1,0.09,1.15,66,Blueberry skies - Audrey Mika,youtube.com/watch?v=Tp-hhwr0OcU,A Cappella Academy Audition 2020 (ACCEPTED),Ivana Colón,English,Female
Tp-hhwr0OcU,1,1.17,2.28,71,original song from Catie Turner,youtube.com/watch?v=Tp-hhwr0OcU,A Cappella Academy Audition 2020 (ACCEPTED),Ivana Colón,English,Female
WqQ6f3iqz0k,1,0.12,1.51,99,Feels like home - Chantel Kreviazuk,youtube.com/watch?v=WqQ6f3iqz0k,A Cappella Academy - Summer 2017 Audition,Berta H.,English,Female
WqQ6f3iqz0k,1,1.56,3.17,81,Bird set free - Sia,youtube.com/watch?v=WqQ6f3iqz0k,A Cappella Academy - Summer 2017 Audition,Berta H.,English,Female
cM1idmgvIuA,1,0.54,2.1,76,Me and Bobby McGee - Janis Joplin,youtube.com/watch?v=cM1idmgvIuA,A Cappella Academy Audition 2018 (ACCEPTED),Caleb Myers,English,Male
cM1idmgvIuA,1,2.13,3.4,87,I can't make you lovee me - Bonnie Raitt,youtube.com/watch?v=cM1idmgvIuA,A Cappella Academy Audition 2018 (ACCEPTED),Caleb Myers,English,Male
a_yFcACKVMs,1,0.2,1.13,53,Easy - The commodores,youtube.com/watch?v=a_yFcACKVMs,A Cappella Academy Audition 2020 (ACCEPTED),Youngjin Kim,English,Male
a_yFcACKVMs,1,6.13,7.04,51,,youtube.com/watch?v=a_yFcACKVMs,A Cappella Academy Audition 2020 (ACCEPTED),Youngjin Kim,English,Male
BQUeAbdzENU,1,0.15,1.19,64,,youtube.com/watch?v=BQUeAbdzENU,A Cappella Academy Audition 2020 (ACCEPTED),Vinicius Costa,English,Male
BQUeAbdzENU,1,1.21,2.42,81,,youtube.com/watch?v=BQUeAbdzENU,A Cappella Academy Audition 2020 (ACCEPTED),Vinicius Costa,English,Male
BQUeAbdzENU,1,2.48,3.54,66,,youtube.com/watch?v=BQUeAbdzENU,A Cappella Academy Audition 2020 (ACCEPTED),Vinicius Costa,English,Male
WKCYPrRG3Jk,1,0.13,1.17,64,,youtube.com/watch?v=WKCYPrRG3Jk,A Cappella Academy Audition 2020 (ACCEPTED),Caleb Moore,English,Male
WKCYPrRG3Jk,1,1.22,2.28,66,,youtube.com/watch?v=WKCYPrRG3Jk,A Cappella Academy Audition 2020 (ACCEPTED),Caleb Moore,English,Male
7aE4XDFuTTg,1,0.1,1.3,80,,youtube.com/watch?v=7aE4XDFuTTg,,Maggie Cubillos,English,Female
7aE4XDFuTTg,1,1.35,2.45,70,,youtube.com/watch?v=7aE4XDFuTTg,,Maggie Cubillos,English,Female
TK6nPgjM1NQ,1,1.03,2.17,74,,youtube.com/watch?v=TK6nPgjM1NQ,,Angela Nguyen,English,Female
tmyArHn_nJI,0,6.39,7.26,47,,youtube.com/watch?v=tmyArHn_nJI,,Nate Winston,English,Male
FhYnrqEF5VY,0,0.18,0.46,28,Somebody I Used To Know,youtube.com/watch?v=FhYnrqEF5VY,Studio Acapella Vocal Only Track,Gotye,English,Male
KRueTOB96TM,0,1.04,2.54,110,,youtube.com/watch?v=KRueTOB96TM,A Cappella Academy Audition 2020 (ACCEPTED),Michael Stolar,English,Male
GjA4Yipt4sw,0,0.41,2.02,81,,youtube.com/watch?v=GjA4Yipt4sw,A Cappella Academy Audition 2020 (ACCEPTED),Noor Hila,English,Female
h5vE2PgxeSs,0,0.12,1.19,67,,youtube.com/watch?v=h5vE2PgxeSs,A Cappella Academy Audition 2019 (ACCEPTED),Ofer Goldin,English,Female
9jmfGIJ5lYc,0,0.13,1.21,68,,youtube.com/watch?v=9jmfGIJ5lYc,A Cappella Academy Audition 2019 (ACCEPTED),Nick Salazar,English,Male
hd-WP_PuUJw,0,0.09,1.15,66,,youtube.com/watch?v=hd-WP_PuUJw,A Cappella Academy Audition 2019 (ACCEPTED),Valentina Marentes,English,Female
ekrtP6N_Z1M,0,1.12,2.05,53,,youtube.com/watch?v=ekrtP6N_Z1M,,Sarah Showalter,English,Female
OFJDqcxUiVc,1,0.13,1.56,103,,youtube.com/watch?v=OFJDqcxUiVc,A Cappella Academy Audition 2019 (ACCEPTED),Hobawea Nahish Demaray,English,Female
OFJDqcxUiVc,1,2.05,3.24,79,,youtube.com/watch?v=OFJDqcxUiVc,A Cappella Academy Audition 2019 (ACCEPTED),Hobawea Nahish Demaray,English,Female
v1G73mi3wZM,1,0.08,1.43,95,,youtube.com/watch?v=v1G73mi3wZM,A Cappella Academy Audition 2019 (ACCEPTED),Natalie DiPietro,English,Female
v1G73mi3wZM,1,1.45,3.26,101,,youtube.com/watch?v=v1G73mi3wZM,A Cappella Academy Audition 2019 (ACCEPTED),Natalie DiPietro,English,Female
21gMj8-MgsY,1,0.06,1.28,82,,youtube.com/watch?v=21gMj8-MgsY,,Cara DiPietro,English,Female
OTpXKqBfST0,1,0.15,2.12,117,,youtube.com/watch?v=OTpXKqBfST0,A Cappella Academy Audition 2019 (ACCEPTED),Aggie Williams,English,Female
S5gVqNUZfcg,0,0.16,1.43,87,,youtube.com/watch?v=S5gVqNUZfcg,A Cappella Academy Audition 2020 (ACCEPTED),Savannah Rivers,English,Female
6IHEa5e5gfw,1,0.12,1.39,87,,youtube.com/watch?v=6IHEa5e5gfw,A Cappella Academy Audition 2019 (ACCEPTED),Savannah Rivers,English,Female
6IHEa5e5gfw,1,1.43,2.49,66,,youtube.com/watch?v=6IHEa5e5gfw,A Cappella Academy Audition 2019 (ACCEPTED),Savannah Rivers,English,Female
rMK-sK_M-Bw,0,0.18,1.52,94,,youtube.com/watch?v=rMK-sK_M-Bw,A Cappella Academy Audition 2019 (ACCEPTED),Michael Stolar,English,Male
49zffVsXCgg,0,0.1,1.16,66,,youtube.com/watch?v=49zffVsXCgg,A Cappella Academy Audition 2019 (ACCEPTED),Sofia Perelonia,English,Female
2w2540gT-Is,1,0.05,0.39,34,,youtube.com/watch?v=2w2540gT-Is,[ACCEPTED] A Cappella Academy Audition Summer 2019,Kay Moraa,English,Female
2w2540gT-Is,1,0.41,1.15,34,,youtube.com/watch?v=2w2540gT-Is,[ACCEPTED] A Cappella Academy Audition Summer 2019,Kay Moraa,English,Female
UiowV3GQhGA,0,0.1,1.33,83,,youtube.com/watch?v=UiowV3GQhGA,A Cappella Academy Audition 2020 (ACCEPTED),Anna Vtipil,English,Female
0Te-RKHRFcs,0,0.57,2.23,86,,youtube.com/watch?v=0Te-RKHRFcs,A Cappella Academy Audition 2018 (ACCEPTED),Reno Selmser,English,Male
YUJrPEDc1zM,0,0.15,0.42,27,,youtube.com/watch?v=YUJrPEDc1zM,A Cappella Academy,Reno Selmser,English,Male
6y6lKLuAnRM,1,0.09,1.13,64,,youtube.com/watch?v=6y6lKLuAnRM,A Cappella Academy Audition 2020,Debbie Michael,English,Female
6y6lKLuAnRM,1,1.16,2.13,57,,youtube.com/watch?v=6y6lKLuAnRM,A Cappella Academy Audition 2020,Debbie Michael,English,Female
tyJHGzcQLUY,0,7.29,8.43,74,,youtube.com/watch?v=tyJHGzcQLUY,A Cappella Academy,Saul De Anda,English,Male
RHUGOIO6Kyw,1,0.1,1.05,55,,youtube.com/watch?v=RHUGOIO6Kyw,A Cappella Academy,Caroline Duers,English,Female
6-CjBSE0Ybs,1,0.11,1.35,84,,youtube.com/watch?v=6-CjBSE0Ybs,A Cappella Academy,Juniper Ingber,English,Female
6-CjBSE0Ybs,1,1.42,2.49,67,,youtube.com/watch?v=6-CjBSE0Ybs,A Cappella Academy,Juniper Ingber,English,Female
C2y7y0-jy7I,1,0.14,0.33,19,,youtube.com/watch?v=C2y7y0-jy7I,A Cappella Academy,Nicholas Eby,English,Male
C2y7y0-jy7I,1,0.41,1,19,,youtube.com/watch?v=C2y7y0-jy7I,A Cappella Academy,Nicholas Eby,English,Male
5QFbrd4-IKU,1,0.19,0.58,39,,youtube.com/watch?v=5QFbrd4-IKU,A Cappella Academy,Michelle V Music,English,Female
Ono7qk71ukk,1,0.11,1.17,66,,youtube.com/watch?v=Ono7qk71ukk,A Cappella Academy,Sofia Perelonia,English,Female
Ono7qk71ukk,1,1.2,2.27,67,,youtube.com/watch?v=Ono7qk71ukk,A Cappella Academy,Sofia Perelonia,English,Female
T3skkQ0fhkg,1,1.08,1.35,27,,youtube.com/watch?v=T3skkQ0fhkg,A Cappella Academy,Emily Lucas,English,Female
pF_V4JSBpWw,1,0.13,1.51,98,,youtube.com/watch?v=pF_V4JSBpWw,A Cappella Academy,Emily Lucas,English,Female
pF_V4JSBpWw,1,1.56,2.42,46,,youtube.com/watch?v=pF_V4JSBpWw,A Cappella Academy,Emily Lucas,English,Female
lew-6GoLLFY,0,0.11,1.1,59,,youtube.com/watch?v=lew-6GoLLFY,A Cappella Academy,Emily Lucas,English,Female
2jOK2LSwN-g,0,4.57,5.25,28,,youtube.com/watch?v=2jOK2LSwN-g,A Cappella Academy,Julian Jensen,English,Male
pUwtEOdH4Z8,0,0.13,1.51,98,,youtube.com/watch?v=pUwtEOdH4Z8,A Cappella Academy,Georgia Caines,English,Female
1ZOwwNjXgOk,1,0.16,1.19,63,,youtube.com/watch?v=1ZOwwNjXgOk,A Cappella Academy,Kara Tangenberg,English,Female
kP7Cpxc4sA0,0,7.35,7.55,20,,youtube.com/watch?v=kP7Cpxc4sA0,A Cappella Academy,Camilo Gonzalez,Spanish,Male
R4CK5u-FQMA,0,0.19,1.53,94,,youtube.com/watch?v=R4CK5u-FQMA,A Cappella Academy,Jen Stover,English,Female
1NSWruY65Hw,1,0.33,1.2,47,,youtube.com/watch?v=1NSWruY65Hw,A Cappella Academy,Giovanni Cepeda,English,Male
1NSWruY65Hw,1,1.24,3.09,105,,youtube.com/watch?v=1NSWruY65Hw,A Cappella Academy,Giovanni Cepeda,English,Male
FThyItGeTcI,1,0.11,1.21,70,,youtube.com/watch?v=FThyItGeTcI,A Cappella Academy,Kala Cooper,English,Female
FThyItGeTcI,1,1.28,2.14,46,,youtube.com/watch?v=FThyItGeTcI,A Cappella Academy,Kala Cooper,English,Female
IXQUhWTIqqU,0,5.22,6.21,59,,youtube.com/watch?v=IXQUhWTIqqU,A Cappella Academy,Simon Kenrick,English,Male
50FA_Rhiv-M,1,0.02,0.16,14,,youtube.com/watch?v=50FA_Rhiv-M,Rocio Jurado,Rocio Jurado,Spanish,Female
50FA_Rhiv-M,1,1.15,1.49,34,,youtube.com/watch?v=50FA_Rhiv-M,,Rocio Jurado,Spanish,Female
zywvrWs-c0I,0,0.05,0.55,50,,youtube.com/watch?v=zywvrWs-c0I,cover rocio jurado,Rocio Jurado,Spanish,Female
iMqcZWLFtFg,0,0.07,1.1,63,,youtube.com/watch?v=iMqcZWLFtFg,cover rocio durcal,Lupita Becerra,Spanish,Female
9Q7kyzuJCHc,0,0.06,0.47,41,,youtube.com/watch?v=9Q7kyzuJCHc,cover rocio durcal,Vicky Javier,Spanish,Female
vnlLaxGQijE,1,0,0.28,28,,youtube.com/watch?v=vnlLaxGQijE,cover rocio durcal,Monica Garcia,Spanish,Female
vnlLaxGQijE,1,0.47,1,13,,youtube.com/watch?v=vnlLaxGQijE,cover rocio durcal,Monica Garcia,Spanish,Female
vnlLaxGQijE,1,1.01,1.55,54,,youtube.com/watch?v=vnlLaxGQijE,cover rocio durcal,Monica Garcia,Spanish,Female
K3EJtrTcirc,0,0.02,2.08,126,,youtube.com/watch?v=K3EJtrTcirc,cover rocio durcal,Amelia Caballero,Spanish,Female
GfFtbTPc9DY,0,0.13,4.55,282,,youtube.com/watch?v=GfFtbTPc9DY,cover,Amelia Caballero,Spanish,Female
RLDoCBjLpzc,0,0.02,3.16,194,,youtube.com/watch?v=RLDoCBjLpzc,cover,Amelia Caballero,Spanish,Female
9U5JmgBuNaI,0,0.02,1.59,117,,youtube.com/watch?v=9U5JmgBuNaI,cover,Amelia Caballero,Spanish,Female
_BxxkstcWAE,0,0.02,3.32,210,,youtube.com/watch?v=_BxxkstcWAE,cover,Amelia Caballero,Spanish,Female
TEX0xnoBFk0,1,0.17,0.49,32,,youtube.com/watch?v=TEX0xnoBFk0,cover,Amelia Caballero,Spanish,Female
eYs7krvURNA,0,0.02,1.56,114,,youtube.com/watch?v=eYs7krvURNA,cover,Amelia Caballero,Spanish,Female
rMmaM_nBmzo,1,0.02,1.41,99,,youtube.com/watch?v=rMmaM_nBmzo,cover,Amelia Caballero,Spanish,Female
rMmaM_nBmzo,1,1.48,2.19,31,,youtube.com/watch?v=rMmaM_nBmzo,cover,Amelia Caballero,Spanish,Female
1IJhSAnhaBg,1,0.02,0.34,32,,youtube.com/watch?v=1IJhSAnhaBg,cover,Amelia Caballero,Spanish,Female
1IJhSAnhaBg,1,1.15,1.45,30,,youtube.com/watch?v=1IJhSAnhaBg,cover,Amelia Caballero,Spanish,Female
36-IIJqMY1k,0,0.02,3.33,211,,youtube.com/watch?v=36-IIJqMY1k,cover,Amelia Caballero,Spanish,Female
lUm0fzXoKQ8,1,0.02,0.56,54,,youtube.com/watch?v=lUm0fzXoKQ8,cover,Amelia Caballero,Spanish,Female
lUm0fzXoKQ8,1,1.07,1.5,43,,youtube.com/watch?v=lUm0fzXoKQ8,cover,Amelia Caballero,Spanish,Female
lUm0fzXoKQ8,1,1.57,2.05,8,,youtube.com/watch?v=lUm0fzXoKQ8,cover,Amelia Caballero,Spanish,Female
lUm0fzXoKQ8,1,2.08,2.2,12,,youtube.com/watch?v=lUm0fzXoKQ8,cover,Amelia Caballero,Spanish,Female
-0wIjQl-LOU,0,0.02,3.5,228,,youtube.com/watch?v=-0wIjQl-LOU,cover,Amelia Caballero,Spanish,Female
uK9EEb0SZI0,0,0.02,3.31,209,,youtube.com/watch?v=uK9EEb0SZI0,cover,Amelia Caballero,Spanish,Female
j7sXbTjhdTY,1,0.09,1.15,66,,youtube.com/watch?v=j7sXbTjhdTY,cover,Amelia Caballero,Spanish,Female
j7sXbTjhdTY,1,1.47,2.05,18,,youtube.com/watch?v=j7sXbTjhdTY,cover,Amelia Caballero,Spanish,Female
gSt1fax_Q9A,1,0.02,1.35,93,,youtube.com/watch?v=gSt1fax_Q9A,cover,Amelia Caballero,Spanish,Female
gSt1fax_Q9A,1,1.37,2.25,48,,youtube.com/watch?v=gSt1fax_Q9A,cover,Amelia Caballero,Spanish,Female
h-oZ96s3Ud8,0,0.02,1.54,112,,youtube.com/watch?v=h-oZ96s3Ud8,cover,Amelia Caballero,Spanish,Female
3WuZV5W9LyI,0,0.02,2.23,141,,youtube.com/watch?v=3WuZV5W9LyI,cover,Amelia Caballero,Spanish,Female
yXBQf7A9kXQ,0,0.02,2.14,132,,youtube.com/watch?v=yXBQf7A9kXQ,cover,Amelia Caballero,Spanish,Female
uqTNOqDCRE4,1,0.45,1.35,50,,youtube.com/watch?v=uqTNOqDCRE4,,Lisa Iss,Spanish,Female
uqTNOqDCRE4,1,1.42,2.02,20,,youtube.com/watch?v=uqTNOqDCRE4,,Lisa Iss,Spanish,Female
-Ii4Cgka250,0,0,1.34,94,,youtube.com/watch?v=-Ii4Cgka250,,Lisa Iss,Spanish,Female
L3N7M-OgHJE,0,0,0.45,45,,youtube.com/watch?v=L3N7M-OgHJE,,Lisa Iss,Spanish,Female
rt46d7aY2GQ,0,0,3,180,,youtube.com/watch?v=rt46d7aY2GQ,,Yadira Yaraset,Spanish,Female
q8eebaR0UiM,0,0,4.03,243,,youtube.com/watch?v=q8eebaR0UiM,,Yadira Yaraset,Spanish,Female
CPXjtot2f_8,0,0,2.52,172,,youtube.com/watch?v=CPXjtot2f_8,,Yadira Yaraset,Spanish,Female
MaEcAltn0yg,0,0,2.37,157,,youtube.com/watch?v=MaEcAltn0yg,,Yadira Yaraset,Spanish,Female
UMkm0hxFUHQ,0,0.05,1.28,83,,youtube.com/watch?v=UMkm0hxFUHQ,,Yadira Trujillo,Spanish,Female
eg8nMtd2s6E,0,0.01,0.27,26,,youtube.com/watch?v=eg8nMtd2s6E,,Noelia Franco,Spanish,Female
